LLAVE,MUNICIPIO,T15ymas,EstisiPEA,RECMPEA,EstisiOCU,RECMOCU,EstisiINF,RECMINF,PEA,NO_PEA,OCUPADOS,DESOCUPADOS,FORMALES,INFORMALES
26044,Onavas,333.18756235,0.52114796,0.01643038,0.51476939,0.01577835,0.39644912,0.01387700,173.64001675,159.54754560,171.51475813,2.12525862,39.42284196,132.09191617
26045,Opodepe,2377.44386437,0.53108793,0.01619105,0.52414142,0.01553122,0.38477151,0.01355892,1262.63174379,1114.81212058,1246.11680835,16.51493544,331.34413251,914.77267584
26046,Oquitoa,380.35987810,0.52298077,0.01635738,0.51671246,0.01570284,0.42469402,0.01294909,198.92090226,181.43897584,196.53668881,2.38421345,35.00012190,161.53656691
26047,Pitiquito,7778.51164692,0.59620481,0.01549353,0.57821954,0.01479373,0.31296316,0.01164927,4637.58607302,3140.92557390,4497.68743432,139.89863870,2063.29986727,2434.38756705
26048,Puerto Peñasco,50042.95641739,0.62088052,0.00981395,0.61274279,0.00959065,0.32335363,0.01090899,31070.69656393,18972.25985346,30663.46086521,407.23569871,14481.88939469,16181.57147052
26049,Quiriego,2753.62494082,0.53585188,0.01570020,0.53075391,0.01500277,0.40837127,0.01221707,1475.53510202,1278.08983880,1461.49721416,14.03788787,336.99590158,1124.50131257
26050,Rayón,1319.76923512,0.50323168,0.01617816,0.50199732,0.01548620,0.40424968,0.01337452,664.14968999,655.61954514,662.52061280,1.62907718,129.00431674,533.51629606
26051,Rosario,4130.20144569,0.53026302,0.01575100,0.52602106,0.01505379,0.35840185,0.01208046,2190.09308526,1940.10836043,2172.57294421,17.52014104,692.30109990,1480.27184431
26052,Sahuaripa,4903.01433460,0.53938175,0.01572335,0.53242692,0.01502471,0.37073786,0.01680450,2644.59644852,2258.41788608,2610.49680362,34.09964490,792.76377579,1817.73302783
26053,San Felipe de Jesús,354.75249580,0.47751905,0.01650670,0.48360742,0.01582357,0.40850955,0.01344376,169.40107491,185.35142090,169.40107491,0.00000000,24.48129254,144.91978236
26054,San Javier,555.34636952,0.73050889,0.01880878,0.69761891,0.01816021,0.24423087,0.01208978,405.68546004,149.66090949,387.42012742,18.26533262,251.78740140,135.63272602
26055,San Luis Río Colorado,148301.27047080,0.60759330,0.01299529,0.59128113,0.01262008,0.29091738,0.01014107,90106.85831778,58194.41215302,87687.74220592,2419.11611186,44544.32551637,43143.41668955
26056,San Miguel de Horcasitas,7933.25419952,0.67071819,0.01833856,0.64548775,0.01771875,0.41978034,0.01361721,5320.97793095,2612.27626857,5120.81841980,200.15951115,1790.59430706,3330.22411275
26057,San Pedro de la Cueva,1436.79051903,0.48939976,0.01688848,0.48790646,0.01622837,0.38901916,0.01416320,703.16494202,733.62557701,701.01937060,2.14557142,142.08033476,558.93903584
26058,Santa Ana,13256.93422921,0.57640220,0.01545676,0.56249949,0.01475084,0.35625276,0.01155354,7641.32607699,5615.60815223,7457.01877884,184.30729814,2734.19935798,4722.81942087
26059,Santa Cruz,1624.28148661,0.59931725,0.01558515,0.58359443,0.01488535,0.35550623,0.01171204,973.45991884,650.82156777,947.92162820,25.53829064,370.47944703,577.44218116
26060,Sáric,2104.33188145,0.57542157,0.01738938,0.57016863,0.01760402,0.43783531,0.01417193,1210.87796032,893.45392113,1199.82402696,11.05393336,278.47322186,921.35080510
26061,Soyopa,1059.01376102,0.50825518,0.01601138,0.50750260,0.01531824,0.33033491,0.01393678,538.24923299,520.76452803,537.45224093,0.79699206,187.62302422,349.82921671
26062,Suaqui Grande,886.21162970,0.51866991,0.01589576,0.51573660,0.01519963,0.39543026,0.01247638,459.65130895,426.56032075,457.05176990,2.59953905,106.61687669,350.43489321
26063,Tepache,1197.64925142,0.51408794,0.01631734,0.51014478,0.01565314,0.40911088,0.01374171,615.69703973,581.95221169,610.97451683,4.72252290,121.00317417,489.97134266
26064,Trincheras,1372.95969804,0.55604554,0.01558213,0.54847739,0.01488184,0.41342314,0.01186372,763.42811514,609.53158290,753.03735129,10.39076384,185.42404142,567.61330988
26065,Tubutama,1373.38598182,0.54393939,0.01588994,0.53573438,0.01521336,0.43618196,0.01248049,747.03873608,626.34724574,735.77008557,11.26865052,136.72389275,599.04619282
26066,Ures,7888.84979379,0.53935820,0.01593541,0.52978465,0.01524838,0.37627777,0.01248750,4254.91582911,3633.93396468,4179.39150986,75.52431925,1210.99271700,2968.39879287
26067,Villa Hidalgo,1425.56764355,0.52524051,0.01610650,0.51934418,0.01543389,0.36155414,0.01332718,748.76587058,676.80177297,740.36025784,8.40561274,224.94037447,515.41988337
26068,Villa Pesqueira,978.08510792,0.53683076,0.01598491,0.52822535,0.01530737,0.38510565,0.01319937,525.06617017,453.01893775,516.64934401,8.41682616,139.98323852,376.66610549
26069,Yécora,4718.49020055,0.56571931,0.01723012,0.55173036,0.01688106,0.40887315,0.01519943,2669.34102583,2049.14917472,2603.33429296,66.00673286,674.07035531,1929.26393765
26070,General Plutarco Elías Calles,13403.60015308,0.61322835,0.01573098,0.59640731,0.01503193,0.34890365,0.01166962,8219.46758657,5184.13256650,7994.00511504,225.46247153,3317.44004357,4676.56507147
26071,Benito Juárez,17976.44465384,0.58956125,0.01627558,0.57536809,0.01500213,0.34808133,0.01437361,10598.21525012,7378.22940372,10343.07255424,255.14269588,4085.80778854,6257.26476570
26072,San Ignacio Río Muerto,11446.66799060,0.57797310,0.01560203,0.56428275,0.01491111,0.35738481,0.01203957,6615.86620655,4830.80178406,6459.15734256,156.70886398,2368.29212485,4090.86521771
27001,Balancán,43497.63765927,0.56536084,0.01768023,0.55729299,0.01781898,0.46385377,0.01098392,24591.86099001,18905.77666926,24240.92863418,350.93235583,4064.38540754,20176.54322664
27002,Cárdenas,194500.26506119,0.55988606,0.01179621,0.51289709,0.00991325,0.35876459,0.00972128,108897.98747754,85602.27758364,99758.61950593,9139.36797161,29978.81112735,69779.80837857
27003,Centla,78227.00101081,0.58770576,0.01564846,0.57346541,0.01495672,0.43567439,0.01357906,45974.45872437,32252.54228644,44860.47921187,1113.97951250,10778.97824510,34081.50096677
27004,Centro,527114.06964281,0.59665164,0.00813187,0.56344809,0.00757069,0.28815029,0.01000136,314503.47545221,212610.59419060,297001.41600161,17502.05945060,145113.34321129,151888.07279032
27005,Comalcalco,151210.33589316,0.58266327,0.01429134,0.55842006,0.01352566,0.42918071,0.01057067,88104.70869623,63105.62719694,84438.88556036,3665.82313587,19542.32568505,64896.55987531
27006,Cunduacán,99135.16468895,0.58954192,0.01434053,0.57023458,0.01378821,0.40558841,0.01418503,58444.33560347,40690.82908548,56530.29935751,1914.03624596,16322.22528134,40208.07407616
27007,Emiliano Zapata,23529.08493001,0.57606840,0.01832684,0.56272720,0.01828573,0.44013617,0.01366674,13554.36222555,9974.72270446,13240.45597979,313.90624576,2884.45469652,10356.00128327
27008,Huimanguillo,137092.66473616,0.56812073,0.01491531,0.55198028,0.01640363,0.41046060,0.01335572,77885.18409527,59207.48064089,75672.44704904,2212.73704623,19401.30898459,56271.13806445
27009,Jalapa,28892.12890675,0.58417872,0.01595690,0.56783192,0.01529854,0.43605676,0.01173949,16878.16686944,12013.96203731,16405.87314190,472.29372754,3807.26500059,12598.60814131
27010,Jalpa de Méndez,65588.54573618,0.57627259,0.01402589,0.55772369,0.01334338,0.41099436,0.01049456,37796.88119817,27791.66453801,36580.28551057,1216.59568761,9623.76310044,26956.52241013
27011,Jonuta,22664.97553240,0.53320943,0.00489219,0.52510101,0.00886241,0.49838304,0.01077545,12085.17871268,10579.79681971,11901.40155542,183.77715726,605.56218661,11295.83936882
27012,Macuspana,118805.25498153,0.55784187,0.00923254,0.53165197,0.00961420,0.42222174,0.01012590,66274.54521027,52530.70977125,63163.04827032,3111.49693996,13000.88684285,50162.16142747
27013,Nacajuca,100035.48569832,0.58518093,0.01284992,0.56367625,0.01314190,0.39214717,0.01045104,58538.85847877,41496.62721956,56387.62714402,2151.23133475,17158.99427799,39228.63286602
27014,Paraíso,68240.28439855,0.59770079,0.01416603,0.57744127,0.01401530,0.38035674,0.01410937,40787.27204230,27453.01235625,39404.75671940,1382.51532290,13449.10494367,25955.65177573
27015,Tacotalpa,35801.34630362,0.56938960,0.01785444,0.55553167,0.01777831,0.43624942,0.01155295,20384.91418513,15416.43211850,19888.78155233,496.13263280,4270.46486520,15618.31668713
27016,Teapa,42055.30305962,0.63741495,0.00068797,0.58171185,0.01218774,0.39821443,0.00605667,26806.67874773,15248.62431189,24464.06798421,2342.61076352,7717.03959069,16747.02839352
27017,Tenosique,45364.16919241,0.57900647,0.01555610,0.56405616,0.01486194,0.39984976,0.01330639,26266.14741410,19098.02177831,25587.93921815,678.20819595,7449.08702751,18138.85219064
28001,Abasolo,9523.33885577,0.55847939,0.01553763,0.54779190,0.01483594,0.42490094,0.01185589,5318.58844132,4204.75041444,5216.80785547,101.78058585,1170.33222297,4046.47563250
28002,Aldama,23973.86875330,0.57008746,0.01549469,0.55716480,0.01479288,0.42643499,0.01179166,13667.20200071,10306.66675259,13357.39586294,309.80613777,3134.09939301,10223.29646993
28003,Altamira,191709.01207938,0.61304855,0.01207543,0.58476759,0.01224354,0.29024679,0.01372562,117526.93203619,74182.08004319,112105.21613070,5421.71590549,56462.29128522,55642.92484548
28004,Antiguo Morelos,7430.22839682,0.55149162,0.01577955,0.54048631,0.01509325,0.40664986,0.01194688,4097.70872661,3332.51967021,4015.93672712,81.77199949,994.43535542,3021.50137170
28005,Burgos,3620.50147669,0.51904591,0.01746344,0.51738422,0.01721517,0.48940745,0.01714048,1879.20649624,1741.29498045,1873.19032493,6.01617132,101.28994435,1771.90038058
28006,Bustamante,5884.99344221,0.55146714,0.01240268,0.54895210,0.01203413,0.54220504,0.00709558,3245.38047459,2639.61296763,3230.57950371,14.80097087,39.70641902,3190.87308469
28007,Camargo,10803.72066371,0.56912863,0.01554324,0.55571919,0.01484416,0.41265986,0.01183100,6148.70676822,4655.01389550,6003.83488294,144.87188528,1545.57302646,4458.26185648
28008,Casas,3445.84105396,0.53592200,0.01572728,0.53215697,0.01503067,0.45808941,0.01190727,1846.70201598,1599.13903798,1833.72834553,12.97367044,255.22504438,1578.50330116
28009,Ciudad Madero,165882.82573450,0.58051142,0.01163083,0.55412660,0.01146603,0.26528396,0.00967520,96296.87438653,69585.95134798,91920.08549793,4376.78888860,47914.03199722,44006.05350070
28010,Cruillas,1514.94400669,0.53810585,0.01583802,0.52993565,0.01514997,0.46517458,0.01257644,815.20023098,699.74377571,802.82283031,12.37740067,98.10938286,704.71344744
28011,Gómez Farías,7220.27533612,0.57162312,0.01552591,0.55811855,0.01482153,0.36073919,0.01196804,4127.27629802,3092.99903810,4029.76963209,97.50666593,1425.13338000,2604.63625209
28012,González,34781.00737782,0.56370309,0.01612006,0.54789604,0.01561486,0.37004564,0.01026263,19606.16126647,15174.84611135,19056.37635417,549.78491230,6185.81636873,12870.55998544
28013,Güémez,12865.54686738,0.56671601,0.01855553,0.55748563,0.01816246,0.39954322,0.02187482,7291.11138227,5574.43548510,7172.35753123,118.75385104,2032.01549294,5140.34203829
28014,Guerrero,4079.76394402,0.61780840,0.01647044,0.59353089,0.01585224,0.33936898,0.01208082,2520.51243463,1559.25150940,2421.46593172,99.04650290,1036.92058975,1384.54534197
28015,Gustavo Díaz Ordaz,12919.12152382,0.57049576,0.01752875,0.55336845,0.01729964,0.33147901,0.01862540,7370.30402074,5548.81750307,7149.03425524,221.26976550,2866.61670027,4282.41755497
28016,Hidalgo,19233.34734997,0.57324755,0.00319840,0.57272273,0.00319050,0.40573696,0.01096075,11025.46932098,8207.87802898,11015.37514726,10.09417373,3211.69516698,7803.67998028
28017,Jaumave,12155.05896069,0.56245375,0.01664547,0.55769877,0.01622489,0.44657564,0.01735720,6836.65852095,5318.40043973,6778.86144045,57.79708050,1350.70826241,5428.15317804
28018,Jiménez,6575.15748345,0.55776075,0.01553972,0.54764069,0.01483644,0.37890489,0.01171124,3667.36475893,2907.79272453,3600.82380586,66.54095307,1109.46445130,2491.35935456
28019,Llera,13774.50069410,0.52479667,0.01587357,0.51990122,0.01517609,0.40280579,0.01223884,7228.81206790,6545.68862620,7161.37967201,67.43239589,1612.93107038,5548.44860162
28020,Mainero,2092.84291948,0.49035233,0.01632356,0.49230446,0.01563612,0.44397921,0.01303944,1026.23040283,1066.61251664,1026.23040283,0.00000000,97.05165550,929.17874734
28021,El Mante,95455.46882358,0.57005885,0.01389486,0.55652908,0.01392182,0.31379892,0.01489048,54415.23510371,41040.23371988,53123.74397003,1291.49113367,23169.92094937,29953.82302066
28022,Matamoros,399892.36456382,0.62467806,0.01459577,0.59435859,0.01409043,0.27159820,0.00981714,249803.98738181,150088.37718201,237679.46244888,12124.52493293,129069.41507967,108610.04736921
28023,Méndez,3530.84308870,0.54934566,0.01590551,0.53916061,0.01523242,0.45628052,0.01240909,1939.65333077,1591.18975792,1903.69151564,35.96181513,292.63660048,1611.05491516
28024,Mier,3313.88706483,0.55895776,0.01581470,0.54555707,0.01512727,0.40644045,0.01214483,1852.32288291,1461.56418191,1807.91453244,44.40835048,461.01678916,1346.89774328
28025,Miguel Alemán,23353.24373937,0.60939228,0.01715725,0.58495316,0.01719867,0.34194437,0.01787382,14231.28636131,9121.95737807,13660.55365873,570.73270257,5675.04351047,7985.51014826
28026,Miquihuana,2754.17273281,0.52844062,0.01582216,0.52509503,0.01512934,0.50846805,0.01233305,1455.41673989,1298.75599292,1446.20240449,9.21433539,45.79355590,1400.40884859
28027,Nuevo Laredo,312959.24317869,0.63263758,0.01313739,0.61509122,0.01360473,0.27007321,0.00990325,197989.77949850,114969.46368019,192498.48140428,5491.29809422,107976.57303752,84521.90836676
28028,Nuevo Morelos,2782.38213665,0.55487044,0.01568743,0.54518386,0.01499852,0.44016741,0.01187789,1543.86159549,1238.52054116,1516.90984396,26.95175153,292.19591313,1224.71393082
28029,Ocampo,10453.36130853,0.54790036,0.00556991,0.54713312,0.00557786,0.39712608,0.01073504,5727.40037574,4725.96093279,5719.38019043,8.02018531,1568.07780194,4151.30238848
28030,Padilla,11629.50356042,0.56072839,0.01864517,0.55209291,0.01844463,0.41869649,0.02199982,6520.99282127,5108.51073915,6420.56640520,100.42641607,1551.33409380,4869.23231140
28031,Palmillas,1469.34240043,0.51768672,0.01588127,0.51582402,0.01518620,0.49665119,0.01247712,760.65904623,708.68335420,757.92210540,2.73694083,28.17145387,729.75065153
28032,Reynosa,511249.76117923,0.62631734,0.01372152,0.60013571,0.01390926,0.25455180,0.00957075,320204.58957751,191045.17160172,306819.23975511,13385.34982240,176679.69444823,130139.54530688
28033,Río Bravo,96306.55620972,0.59472218,0.01686113,0.57347666,0.01576114,0.31686698,0.01757673,57275.64489224,39030.91131748,55229.56216795,2046.08272429,24713.19437349,30516.36779446
28034,San Carlos,7435.00727064,0.52949950,0.01512858,0.52903084,0.01537925,0.48967039,0.01010699,3936.83264169,3498.17462895,3933.34812504,3.48451665,292.64521842,3640.70290661
28035,San Fernando,44563.39333554,0.58030445,0.01550450,0.56555770,0.01480597,0.41944971,0.01164171,25860.33558824,18703.05774730,25203.17008090,657.16550734,6511.06783178,18692.10224912
28036,San Nicolás,797.43385030,0.56393228,0.01585785,0.55279557,0.01518467,0.49768615,0.01195858,449.69869328,347.73515701,440.81789814,8.88079514,43.94611927,396.87177888
28037,Soto la Marina,20356.95104380,0.58274276,0.01662182,0.56661822,0.01639635,0.40540620,0.01816627,11862.86589192,8494.08515188,11534.61930523,328.24658669,3281.78521157,8252.83409366
28038,Tampico,244530.86392767,0.58508288,0.01012718,0.55871888,0.01002952,0.24053310,0.00847578,143070.82310555,101460.04082212,136624.00929125,6446.81381429,77806.24305295,58817.76623830
28039,Tula,21956.67963927,0.53921178,0.01565435,0.53390486,0.01495545,0.46841342,0.01201027,11839.30035246,10117.37928680,11722.77806545,116.52228701,1437.97463190,10284.80343356
28040,Valle Hermoso,50004.96885050,0.58766249,0.01547512,0.56694468,0.01233753,0.35359336,0.01669193,29386.04442337,20618.92442713,28350.05118227,1035.99324110,10668.62610653,17681.42507574
28041,Victoria,272708.60529412,0.61193874,0.01395466,0.59109847,0.01360855,0.27791052,0.00971628,166880.96157676,105827.64371736,161197.63928989,5683.32228687,85409.04885554,75788.59043435
28042,Villagrán,5021.94744397,0.53150524,0.01578135,0.52530494,0.01508277,0.38938159,0.01225491,2669.19136844,2352.75607553,2638.05382405,31.13754439,682.59996372,1955.45386034
28043,Xicoténcatl,18826.52413285,0.54404378,0.01376168,0.53493127,0.01321973,0.31294283,0.01086434,10242.45331667,8584.07081618,10070.89644920,171.55686747,4179.27064106,5891.62580814
29001,Amaxac de Guerrero,8719.98160404,0.59576349,0.01599445,0.58092457,0.01567455,0.36594581,0.01384576,5195.04668177,3524.93492226,5065.65154278,129.39513900,1874.61078129,3191.04076149
29002,Apetatitlán de Antonio Carvajal,11033.55354388,0.61531648,0.01524937,0.59667000,0.01498942,0.34161288,0.01440802,6789.12736221,4244.42618167,6583.39038421,205.73697800,2814.18641046,3769.20397375
29003,Atlangatepec,4792.92698333,0.56937915,0.01613582,0.55618917,0.01631313,0.47257394,0.01498219,2728.99267544,2063.93430789,2665.77409846,63.21857698,400.76168800,2265.01241046
29004,Atltzayanca,12772.56478305,0.56182248,0.01570347,0.55259769,0.01501284,0.47901204,0.01176427,7175.91396082,5596.65082223,7058.08974526,117.82421557,939.87746959,6118.21227567
29005,Apizaco,61942.22736854,0.58976142,0.01226027,0.56349207,0.01174625,0.35748197,0.01189060,36531.13588072,25411.09148782,34903.95416381,1627.18171692,12760.72456507,22143.22959873
29006,Calpulalpan,36313.17867067,0.59966390,0.01418585,0.57641239,0.01266245,0.43973753,0.01438456,21775.70245579,14537.47621488,20931.36620063,844.33625517,4963.09868539,15968.26751524
29007,El Carmen Tequexquitla,12022.42326020,0.57740635,0.01813585,0.56686394,0.01888716,0.50990460,0.01696566,6941.82355684,5080.59970336,6815.07816999,126.74538685,684.78923664,6130.28893335
29008,Cuapiaxtla,10631.36671956,0.59307136,0.01819673,0.57957452,0.01905047,0.46713767,0.01713165,6305.15913404,4326.20758552,6161.66928984,143.48984420,1195.35744105,4966.31184879
29009,Cuaxomulco,4245.38492763,0.57346810,0.01526968,0.56286732,0.01483900,0.46270954,0.00028755,2434.59280722,1810.79212041,2389.58844758,45.00435964,425.20833672,1964.38011085
29010,Chiautempan,53054.79812752,0.61581657,0.01230569,0.59804262,0.01273426,0.39670655,0.00983655,32672.02378833,20382.77433919,31729.03046262,942.99332571,10681.84447698,21047.18598564
29011,Muñoz de Domingo Arenas,3337.70337487,0.56647253,0.01566674,0.55612667,0.01497539,0.47090125,0.01171176,1890.71727457,1446.98610030,1856.18586945,34.53140512,284.45718511,1571.72868434
29012,Españita,6573.77591317,0.55291736,0.01562358,0.54558106,0.01492539,0.50110363,0.01182871,3634.75481550,2939.02109767,3586.52765825,48.22715725,292.38470396,3294.14295429
29013,Huamantla,67708.57728003,0.63146232,0.00882337,0.59806501,0.01066750,0.41599306,0.01024580,42755.41501478,24953.16226524,40494.13079705,2261.28421773,12327.83274623,28166.29805082
29014,Hueyotlipan,11195.00509181,0.56625316,0.01597820,0.55195381,0.01536324,0.46710448,0.00873203,6339.20702335,4855.79806845,6179.12575940,160.08126395,949.88878084,5229.23697857
29015,Ixtacuixtla de Mariano Matamoros,28526.03531013,0.57968393,0.01495296,0.56310235,0.01472649,0.41002263,0.01512469,16536.08422629,11989.95108384,16063.07757918,473.00664711,4366.75756419,11696.32001499
29016,Ixtenco,5507.95112597,0.55078959,0.01555822,0.54218415,0.01485601,0.42521667,0.01161860,3033.72216962,2474.22895635,2986.32381775,47.39835187,644.25120468,2342.07261307
29017,Mazatecochco de José María Morelos,7968.41755133,0.59405953,0.01477007,0.58044916,0.01409690,0.42884898,0.01514357,4733.71436706,3234.70318426,4625.26130361,108.45306345,1208.01352830,3417.24777531
29018,Contla de Juan Cuamatzi,28547.52569301,0.60815510,0.01446646,0.59154326,0.01437225,0.40350962,0.01333165,17361.32331885,11186.20237416,16887.09638524,474.22693360,5367.89500692,11519.20137832
29019,Tepetitla de Lardizábal,15493.10544633,0.59227445,0.01395959,0.57719609,0.01461256,0.39927764,0.01480361,9176.17057202,6316.93487431,8942.55981622,233.61075580,2756.50921459,6186.05060163
29020,Sanctórum de Lázaro Cárdenas,6957.79726527,0.57571220,0.01566896,0.56306765,0.01498108,0.47912595,0.01168984,4005.68875268,2952.10851259,3917.71056753,87.97818516,584.04931328,3333.66125425
29021,Nanacamilpa de Mariano Arista,13280.29647726,0.58124679,0.01407201,0.56370840,0.01290285,0.47856737,0.01442709,7719.12967620,5561.16680106,7486.21470980,232.91496640,1130.69811771,6355.51659209
29022,Acuamanala de Miguel Hidalgo,4612.26535960,0.62394635,0.01608838,0.60534875,0.01542668,0.31786201,0.01234049,2877.80615800,1734.45920160,2792.02909213,85.77706587,1325.96514673,1466.06394540
29023,Natívitas,19109.94831459,0.58541927,0.01615676,0.58012665,0.01641735,0.43152156,0.01935169,11187.33204938,7922.61626521,11086.19023281,101.14181658,2839.83550550,8246.35472731
29024,Panotla,20937.76356629,0.57267193,0.01631203,0.55537108,0.01669718,0.37155621,0.01581002,11990.46957048,8947.29399581,11628.22829493,362.24127556,3848.67223627,7779.55605866
29025,San Pablo del Monte,54851.07493593,0.63570620,0.01150829,0.61445543,0.01141218,0.45907577,0.01015183,34869.16843074,19981.90650520,33703.54107934,1165.62735139,8522.74185620,25180.79922314
29026,Santa Cruz Tlaxcala,15059.69317359,0.58599381,0.01487116,0.56910501,0.01493403,0.38055190,0.00994151,8824.88703374,6234.80613985,8570.54680395,254.34022979,2839.55194690,5730.99485705
29027,Tenancingo,9494.52398010,0.56834595,0.01465878,0.55607752,0.01620833,0.38883689,0.01505665,5396.17428283,4098.34969726,5279.69133736,116.48294548,1587.87016164,3691.82117572
29028,Teolocholco,17494.89722029,0.58209684,0.01614999,0.56932142,0.01581277,0.34281667,0.01551145,10183.72440097,7311.17281932,9960.21967019,223.50473078,3962.67732927,5997.54234092
29029,Tepeyanco,9455.83002971,0.55112643,0.01415959,0.53968403,0.01440153,0.34573870,0.01036890,5211.35786140,4244.47216831,5103.16049077,108.19737063,1833.91408723,3269.24640354
29030,Terrenate,10728.59944634,0.56618387,0.01581484,0.55696040,0.01512813,0.49856873,0.01188865,6074.36000761,4654.23943873,5975.40504894,98.95495867,626.46090126,5348.94414768
29031,Tetla de la Solidaridad,23924.39701304,0.59396555,0.01396702,0.57958520,0.01465291,0.35063761,0.01328311,14210.26761446,9714.12939858,13866.22630878,344.04130568,5477.43297473,8388.79333405
29032,Tetlatlahuca,10174.41195744,0.58173754,0.01771234,0.57329269,0.01796771,0.40697425,0.01837210,5918.83737340,4255.57458404,5832.91598959,85.92138381,1692.19231138,4140.72367821
29033,Tlaxcala,74894.78621289,0.61266821,0.01472365,0.58705623,0.01502288,0.30938240,0.01377361,45885.65439210,29009.13182079,43967.45072024,1918.20367185,20796.32194764,23171.12877260
29034,Tlaxco,32014.54800585,0.59275074,0.01524267,0.57990844,0.01507759,0.44778024,0.01349772,18976.64712563,13037.90088022,18565.50660514,411.14052049,4230.02449043,14335.48211472
29035,Tocatlán,4589.29055937,0.58025583,0.01799644,0.56367236,0.01840647,0.42764832,0.01555373,2662.96261539,1926.32794397,2586.85624900,76.10636639,624.25384812,1962.60240089
29036,Totolac,16699.41560177,0.58648580,0.01720566,0.56577015,0.01728744,0.34437725,0.01517246,9793.97017051,6905.44543126,9448.03091044,345.93926007,3697.13201278,5750.89889766
29037,Ziltlaltépec de Trinidad Sánchez Santos,6131.57853832,0.56066688,0.01762686,0.55299239,0.01774401,0.46161937,0.01524867,3437.77298453,2693.80555379,3390.71626548,47.05671906,560.26085481,2830.45541067
29038,Tzompantepec,12146.00233153,0.58697699,0.01392618,0.56284185,0.01278250,0.37412780,0.01046867,7129.42392599,5016.57840554,6836.27842821,293.14549778,2292.12126133,4544.15716688
29039,Xaloztoc,17334.32989010,0.59461456,0.01721651,0.57648077,0.01750964,0.40153361,0.01502583,10307.24491212,7027.08497798,9992.90780827,314.33710385,3032.59169274,6960.31611553
29040,Xaltocan,8127.74508686,0.55914026,0.01436163,0.54436787,0.01355730,0.42432634,0.01350889,4544.54952681,3583.19556005,4424.48329899,120.06622781,975.66697774,3448.81632125
29041,Papalotla de Xicohténcatl,21830.09985472,0.59743605,0.01543579,0.58127674,0.01628814,0.33269590,0.01072020,13042.08853309,8788.01132163,12689.32924562,352.75928748,5426.54461093,7262.78463469
29042,Xicohtzinco,10418.07495600,0.59208699,0.01648643,0.57283804,0.01688863,0.33239814,0.01510363,6168.40660001,4249.66835599,5967.86966076,200.53693926,2504.92088163,3462.94877913
29043,Yauhquemehcan,28263.13519125,0.59846283,0.01357383,0.57919016,0.01325567,0.35677617,0.01248708,16914.43577080,11348.69942046,16369.72981847,544.70595233,6286.11668388,10083.61313459
29044,Zacatelco,31727.47450149,0.60171389,0.01359826,0.58209285,0.01278186,0.38559475,0.01665967,19090.86197131,12636.61253018,18468.33601139,622.52595992,6234.38836738,12233.94764401
29045,Benito Juárez,4443.26525469,0.56388458,0.01716592,0.54942461,0.01675060,0.49749207,0.01536716,2505.48878337,1937.77647132,2441.23928280,64.24950058,230.75005969,2210.48922311
29046,Emiliano Zapata,3224.91387348,0.55170184,0.01735485,0.54377071,0.01724994,0.54191898,0.01416638,1779.19090492,1445.72296856,1753.61369485,25.57721007,5.97164742,1747.64204743
29047,Lázaro Cárdenas,2169.38667022,0.55007439,0.01625419,0.54312292,0.01559673,0.52602766,0.01254650,1193.32404676,976.06262347,1178.24362122,15.08042554,37.08622901,1141.15739221
29048,La Magdalena Tlaltelulco,13273.55426389,0.58958959,0.01499933,0.57628171,0.01456579,0.43195296,0.01562424,7825.94936822,5447.60489568,7649.30653824,176.64282997,1915.75553505,5733.55100319
29049,San Damián Texóloc,4251.47240903,0.60704301,0.01253055,0.57410102,0.01354876,0.39209571,0.01514273,2580.82661137,1670.64579766,2440.77465817,140.05195320,773.79058198,1666.98407619
29050,San Francisco Tetlanohcan,7674.60812260,0.57258481,0.01485656,0.54997478,0.01358652,0.39877394,0.01573303,4394.36404264,3280.24407996,4220.84092248,173.52312016,1160.40723316,3060.43368932
29051,San Jerónimo Zacualpan,3075.81507461,0.55364221,0.01750281,0.54391252,0.01756027,0.40666305,0.01827437,1702.90104677,1372.91402784,1672.97432173,29.92672504,422.15397232,1250.82034941
29052,San José Teacalco,4483.06636543,0.54960670,0.01575475,0.54182585,0.01506739,0.43481118,0.01205016,2463.92330351,2019.14306192,2429.04124581,34.88205770,479.75388406,1949.28736175
29053,San Juan Huactzinco,5440.32697017,0.59366925,0.01469832,0.57748372,0.01404114,0.40171391,0.01857661,3229.75484890,2210.57212127,3141.70026913,88.05457977,956.24527727,2185.45499185
29054,San Lorenzo Axocomanitla,4083.42897127,0.56084954,0.01721681,0.54704261,0.01730119,0.38978731,0.01816289,2290.18927682,1793.23969446,2233.80962823,56.37964859,642.14082123,1591.66880700
29055,San Lucas Tecopilco,2267.15802547,0.54536251,0.01718020,0.53664811,0.01716515,0.44671467,0.01514996,1236.42298809,1030.73503739,1216.66607417,19.75691392,203.89332554,1012.77274863
29056,Santa Ana Nopalucan,5740.48028250,0.58239677,0.01690836,0.57035080,0.01673445,0.40184327,0.01533733,3343.23716719,2397.24311531,3274.08753238,69.14963481,967.31418853,2306.77334385
29057,Santa Apolonia Teacalco,3627.41833076,0.56624156,0.01740976,0.56182677,0.01765089,0.42178843,0.01947720,2053.99501665,1573.42331411,2037.98073188,16.01428477,507.97766313,1530.00306874
